id,title,file_name,publish_date,created_at,updated_at
f01ff314-5be6-4b68-b0f2-8857d8778339,日本食品標準成分表（八訂）増補2023年,20230428-mxt_kagsei-mext_00001_012_processed_v2.csv,2023-04-28,2025-10-31T07:46:34,2025-10-31T07:46:34
